window,label,is_chatter,A_time,segment_path
0,no_chatter,False,0.013545954142344819,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p035\F_08-Jun-2017_rpm320_doc0p035_window_0000.npz"
1,no_chatter,False,0.013236109404634624,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p035\F_08-Jun-2017_rpm320_doc0p035_window_0001.npz"
2,no_chatter,False,0.012730657273779098,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p035\F_08-Jun-2017_rpm320_doc0p035_window_0002.npz"
3,no_chatter,False,0.013659631962450233,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p035\F_08-Jun-2017_rpm320_doc0p035_window_0003.npz"
4,no_chatter,False,0.024883795687943137,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p035\F_08-Jun-2017_rpm320_doc0p035_window_0004.npz"
5,no_chatter,False,0.029328830271038057,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p035\F_08-Jun-2017_rpm320_doc0p035_window_0005.npz"
6,no_chatter,False,0.032146994120509316,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p035\F_08-Jun-2017_rpm320_doc0p035_window_0006.npz"
7,no_chatter,False,0.03291470778504681,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p035\F_08-Jun-2017_rpm320_doc0p035_window_0007.npz"
8,no_chatter,False,0.03264450939765208,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p035\F_08-Jun-2017_rpm320_doc0p035_window_0008.npz"
9,no_chatter,False,0.03333625290505781,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p035\F_08-Jun-2017_rpm320_doc0p035_window_0009.npz"
10,no_chatter,False,0.038264843235723,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p035\F_08-Jun-2017_rpm320_doc0p035_window_0010.npz"
11,no_chatter,False,0.03855267878326731,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p035\F_08-Jun-2017_rpm320_doc0p035_window_0011.npz"
12,no_chatter,False,0.041202820997793745,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p035\F_08-Jun-2017_rpm320_doc0p035_window_0012.npz"
13,no_chatter,False,0.04216867989409291,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p035\F_08-Jun-2017_rpm320_doc0p035_window_0013.npz"
14,no_chatter,False,0.03518020293086254,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p035\F_08-Jun-2017_rpm320_doc0p035_window_0014.npz"
15,no_chatter,False,0.03445345611730657,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p035\F_08-Jun-2017_rpm320_doc0p035_window_0015.npz"
16,no_chatter,False,0.036894572038291634,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p035\F_08-Jun-2017_rpm320_doc0p035_window_0016.npz"
17,no_chatter,False,0.03464438233536081,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p035\F_08-Jun-2017_rpm320_doc0p035_window_0017.npz"
18,no_chatter,False,0.03328445164214929,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p035\F_08-Jun-2017_rpm320_doc0p035_window_0018.npz"
19,no_chatter,False,0.03396856845112364,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p035\F_08-Jun-2017_rpm320_doc0p035_window_0019.npz"
20,no_chatter,False,0.031653180455023314,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p035\F_08-Jun-2017_rpm320_doc0p035_window_0020.npz"
21,no_chatter,False,0.03341312084784295,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p035\F_08-Jun-2017_rpm320_doc0p035_window_0021.npz"
22,no_chatter,False,0.03608565970089637,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p035\F_08-Jun-2017_rpm320_doc0p035_window_0022.npz"
23,no_chatter,False,0.03630911951937405,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p035\F_08-Jun-2017_rpm320_doc0p035_window_0023.npz"
