window,label,is_chatter,A_time,segment_path
0,no_chatter,False,0.005581729233694145,"..\data\01_windowed_labeled_2,5s\2p5inchStickout\F_12-Jun-2017_rpm570_doc0p012\F_12-Jun-2017_rpm570_doc0p012_window_0000.npz"
1,no_chatter,False,0.04153594390845306,"..\data\01_windowed_labeled_2,5s\2p5inchStickout\F_12-Jun-2017_rpm570_doc0p012\F_12-Jun-2017_rpm570_doc0p012_window_0001.npz"
2,chatter,True,0.07595005194669223,"..\data\01_windowed_labeled_2,5s\2p5inchStickout\F_12-Jun-2017_rpm570_doc0p012\F_12-Jun-2017_rpm570_doc0p012_window_0002.npz"
3,no_chatter,False,0.053290114901483644,"..\data\01_windowed_labeled_2,5s\2p5inchStickout\F_12-Jun-2017_rpm570_doc0p012\F_12-Jun-2017_rpm570_doc0p012_window_0003.npz"
4,no_chatter,False,0.05156336986795263,"..\data\01_windowed_labeled_2,5s\2p5inchStickout\F_12-Jun-2017_rpm570_doc0p012\F_12-Jun-2017_rpm570_doc0p012_window_0004.npz"
5,no_chatter,False,0.06071969172829858,"..\data\01_windowed_labeled_2,5s\2p5inchStickout\F_12-Jun-2017_rpm570_doc0p012\F_12-Jun-2017_rpm570_doc0p012_window_0005.npz"
6,no_chatter,False,0.048492371595918266,"..\data\01_windowed_labeled_2,5s\2p5inchStickout\F_12-Jun-2017_rpm570_doc0p012\F_12-Jun-2017_rpm570_doc0p012_window_0006.npz"
7,no_chatter,False,0.04823356286063827,"..\data\01_windowed_labeled_2,5s\2p5inchStickout\F_12-Jun-2017_rpm570_doc0p012\F_12-Jun-2017_rpm570_doc0p012_window_0007.npz"
8,no_chatter,False,0.048728511771182925,"..\data\01_windowed_labeled_2,5s\2p5inchStickout\F_12-Jun-2017_rpm570_doc0p012\F_12-Jun-2017_rpm570_doc0p012_window_0008.npz"
9,no_chatter,False,0.05087841291035267,"..\data\01_windowed_labeled_2,5s\2p5inchStickout\F_12-Jun-2017_rpm570_doc0p012\F_12-Jun-2017_rpm570_doc0p012_window_0009.npz"
