source_dataset,process,stickout,source_run,rpm,doc,window,sample_id,label,original_image_split,npz_path,image_path,split,target,global_mse,global_mae,ver_max,ver_topk
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm1030_doc0p001,1030.0,0p001,1,2inchStickout_F_08-Jun-2017_rpm1030_doc0p001_window_0001,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm1030_doc0p001/F_08-Jun-2017_rpm1030_doc0p001_window_0001.npz",data/02_spectrograms_150x100px_dataset/validation/chatter/2inchStickout_F_08-Jun-2017_rpm1030_doc0p001_window_0001_chatter.png,validation,1,0.017354734,0.09614304,0.023741288,0.021405691
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm1030_doc0p001,1030.0,0p001,2,2inchStickout_F_08-Jun-2017_rpm1030_doc0p001_window_0002,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm1030_doc0p001/F_08-Jun-2017_rpm1030_doc0p001_window_0002.npz",data/02_spectrograms_150x100px_dataset/validation/chatter/2inchStickout_F_08-Jun-2017_rpm1030_doc0p001_window_0002_chatter.png,validation,1,0.02020303,0.10419225,0.038022153,0.03003786
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm1030_doc0p001,1030.0,0p001,3,2inchStickout_F_08-Jun-2017_rpm1030_doc0p001_window_0003,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm1030_doc0p001/F_08-Jun-2017_rpm1030_doc0p001_window_0003.npz",data/02_spectrograms_150x100px_dataset/validation/chatter/2inchStickout_F_08-Jun-2017_rpm1030_doc0p001_window_0003_chatter.png,validation,1,0.02275344,0.11218166,0.030685822,0.029192114
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p005,320.0,0p005,5,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0005,no_chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p005/F_08-Jun-2017_rpm320_doc0p005_window_0005.npz",data/02_spectrograms_150x100px_dataset/validation/no_chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0005_no_chatter.png,validation,0,0.0071327677,0.04026845,0.012881731,0.010896715
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p005,320.0,0p005,6,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0006,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p005/F_08-Jun-2017_rpm320_doc0p005_window_0006.npz",data/02_spectrograms_150x100px_dataset/validation/chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0006_chatter.png,validation,1,0.004064803,0.036964808,0.008043944,0.0059194253
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p005,320.0,0p005,7,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0007,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p005/F_08-Jun-2017_rpm320_doc0p005_window_0007.npz",data/02_spectrograms_150x100px_dataset/validation/chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0007_chatter.png,validation,1,0.0037393284,0.036261346,0.004452381,0.0043193637
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p005,320.0,0p005,8,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0008,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p005/F_08-Jun-2017_rpm320_doc0p005_window_0008.npz",data/02_spectrograms_150x100px_dataset/validation/chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0008_chatter.png,validation,1,0.0050690374,0.04121968,0.0070638764,0.0064887325
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p005,320.0,0p005,9,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0009,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p005/F_08-Jun-2017_rpm320_doc0p005_window_0009.npz",data/02_spectrograms_150x100px_dataset/validation/chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0009_chatter.png,validation,1,0.0041099223,0.03547225,0.007952876,0.005785884
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p005,320.0,0p005,10,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0010,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p005/F_08-Jun-2017_rpm320_doc0p005_window_0010.npz",data/02_spectrograms_150x100px_dataset/validation/chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0010_chatter.png,validation,1,0.004052498,0.033694863,0.0070758257,0.0052853697
turning,turning,2inchStickout,2inchStickout/F_08-Jun-2017_rpm320_doc0p005,320.0,0p005,11,2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0011,chatter,validation,"data/01_windowed_labeled_2,5s/2inchStickout/F_08-Jun-2017_rpm320_doc0p005/F_08-Jun-2017_rpm320_doc0p005_window_0011.npz",data/02_spectrograms_150x100px_dataset/validation/chatter/2inchStickout_F_08-Jun-2017_rpm320_doc0p005_window_0011_chatter.png,validation,1,0.0042950055,0.034982998,0.00620141,0.005276254
