dataset,method,score,sample_id,source_run,source_split,cv_seed,cv_fold,split,label,target,score_value,bottleneck_dim
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0000,2inchStickout/F_08-Jun-2017_rpm320_doc0p020,validation,42,0,cv_evaluation,no_chatter,0,0.0030055426,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0001,2inchStickout/F_08-Jun-2017_rpm320_doc0p020,train,42,0,cv_evaluation,no_chatter,0,0.0029978645,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0002,2inchStickout/F_08-Jun-2017_rpm320_doc0p020,train,42,0,cv_evaluation,no_chatter,0,0.0029835002,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0003,2inchStickout/F_08-Jun-2017_rpm320_doc0p020,validation,42,0,cv_evaluation,no_chatter,0,0.0029678063,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0004,2inchStickout/F_08-Jun-2017_rpm320_doc0p020,validation,42,0,cv_evaluation,no_chatter,0,0.002295527,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0005,2inchStickout/F_08-Jun-2017_rpm320_doc0p020,train,42,0,cv_evaluation,no_chatter,0,0.0020327517,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0006,2inchStickout/F_08-Jun-2017_rpm320_doc0p020,validation,42,0,cv_evaluation,no_chatter,0,0.0018640632,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0007,2inchStickout/F_08-Jun-2017_rpm320_doc0p020,train,42,0,cv_evaluation,no_chatter,0,0.0017681393,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0008,2inchStickout/F_08-Jun-2017_rpm320_doc0p020,train,42,0,cv_evaluation,no_chatter,0,0.002591161,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0009,2inchStickout/F_08-Jun-2017_rpm320_doc0p020,train,42,0,cv_evaluation,no_chatter,0,0.0033674208,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0010,2inchStickout/F_08-Jun-2017_rpm320_doc0p020,train,42,0,cv_evaluation,no_chatter,0,0.004738162,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0011,2inchStickout/F_08-Jun-2017_rpm320_doc0p020,train,42,0,cv_evaluation,no_chatter,0,0.00657585,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0012,2inchStickout/F_08-Jun-2017_rpm320_doc0p020,train,42,0,cv_evaluation,no_chatter,0,0.004533151,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0013,2inchStickout/F_08-Jun-2017_rpm320_doc0p020,validation,42,0,cv_evaluation,no_chatter,0,0.0019238642,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0014,2inchStickout/F_08-Jun-2017_rpm320_doc0p020,validation,42,0,cv_evaluation,no_chatter,0,0.0020970812,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0015,2inchStickout/F_08-Jun-2017_rpm320_doc0p020,train,42,0,cv_evaluation,no_chatter,0,0.0020321007,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0016,2inchStickout/F_08-Jun-2017_rpm320_doc0p020,train,42,0,cv_evaluation,no_chatter,0,0.0019069312,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0017,2inchStickout/F_08-Jun-2017_rpm320_doc0p020,train,42,0,cv_evaluation,no_chatter,0,0.0018707416,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0018,2inchStickout/F_08-Jun-2017_rpm320_doc0p020,train,42,0,cv_evaluation,no_chatter,0,0.0019264396,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0019,2inchStickout/F_08-Jun-2017_rpm320_doc0p020,train,42,0,cv_evaluation,no_chatter,0,0.0018965098,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0020,2inchStickout/F_08-Jun-2017_rpm320_doc0p020,train,42,0,cv_evaluation,no_chatter,0,0.0019884685,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0021,2inchStickout/F_08-Jun-2017_rpm320_doc0p020,train,42,0,cv_evaluation,no_chatter,0,0.002073404,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0022,2inchStickout/F_08-Jun-2017_rpm320_doc0p020,validation,42,0,cv_evaluation,no_chatter,0,0.0021174266,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p020_window_0023,2inchStickout/F_08-Jun-2017_rpm320_doc0p020,train,42,0,cv_evaluation,no_chatter,0,0.0016853922,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0000,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,train,42,0,cv_evaluation,no_chatter,0,0.0030037502,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0001,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,train,42,0,cv_evaluation,no_chatter,0,0.0029865832,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0002,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,train,42,0,cv_evaluation,no_chatter,0,0.0029282402,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0003,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,validation,42,0,cv_evaluation,no_chatter,0,0.002050414,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0004,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,validation,42,0,cv_evaluation,no_chatter,0,0.0013974607,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0005,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,train,42,0,cv_evaluation,no_chatter,0,0.0012659994,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0006,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,train,42,0,cv_evaluation,no_chatter,0,0.0010947814,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0007,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,train,42,0,cv_evaluation,no_chatter,0,0.0011151149,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0008,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,validation,42,0,cv_evaluation,no_chatter,0,0.0010349102,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0009,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,train,42,0,cv_evaluation,no_chatter,0,0.0010763695,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0010,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,train,42,0,cv_evaluation,no_chatter,0,0.0010927395,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0011,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,train,42,0,cv_evaluation,no_chatter,0,0.0011537642,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0012,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,validation,42,0,cv_evaluation,no_chatter,0,0.0028601969,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0013,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,validation,42,0,cv_evaluation,no_chatter,0,0.0040880954,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0014,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,train,42,0,cv_evaluation,no_chatter,0,0.005928967,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0015,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,train,42,0,cv_evaluation,no_chatter,0,0.0077599245,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0016,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,train,42,0,cv_evaluation,no_chatter,0,0.0044516786,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0017,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,validation,42,0,cv_evaluation,no_chatter,0,0.0030035423,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0018,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,train,42,0,cv_evaluation,no_chatter,0,0.0034218058,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0019,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,train,42,0,cv_evaluation,no_chatter,0,0.003018913,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0020,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,train,42,0,cv_evaluation,no_chatter,0,0.0031093808,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0021,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,validation,42,0,cv_evaluation,no_chatter,0,0.0021368284,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0022,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,train,42,0,cv_evaluation,no_chatter,0,0.0014345858,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm320_doc0p025_window_0023,2inchStickout/F_08-Jun-2017_rpm320_doc0p025,validation,42,0,cv_evaluation,no_chatter,0,0.0020534033,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm425_doc0p010_window_0000,2inchStickout/F_08-Jun-2017_rpm425_doc0p010,validation,42,0,cv_evaluation,no_chatter,0,0.002989327,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm425_doc0p010_window_0001,2inchStickout/F_08-Jun-2017_rpm425_doc0p010,train,42,0,cv_evaluation,no_chatter,0,0.0028539181,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm425_doc0p010_window_0002,2inchStickout/F_08-Jun-2017_rpm425_doc0p010,train,42,0,cv_evaluation,no_chatter,0,0.0017319205,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm425_doc0p010_window_0003,2inchStickout/F_08-Jun-2017_rpm425_doc0p010,train,42,0,cv_evaluation,no_chatter,0,0.0017423881,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm425_doc0p010_window_0004,2inchStickout/F_08-Jun-2017_rpm425_doc0p010,train,42,0,cv_evaluation,no_chatter,0,0.0017835005,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm425_doc0p010_window_0005,2inchStickout/F_08-Jun-2017_rpm425_doc0p010,validation,42,0,cv_evaluation,no_chatter,0,0.0019730043,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm425_doc0p010_window_0006,2inchStickout/F_08-Jun-2017_rpm425_doc0p010,train,42,0,cv_evaluation,no_chatter,0,0.0024406381,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm425_doc0p010_window_0007,2inchStickout/F_08-Jun-2017_rpm425_doc0p010,train,42,0,cv_evaluation,no_chatter,0,0.0028240597,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm425_doc0p020_window_0000,2inchStickout/F_08-Jun-2017_rpm425_doc0p020,train,42,0,cv_evaluation,no_chatter,0,0.0030365563,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm425_doc0p020_window_0001,2inchStickout/F_08-Jun-2017_rpm425_doc0p020,train,42,0,cv_evaluation,no_chatter,0,0.0028650442,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm425_doc0p020_window_0002,2inchStickout/F_08-Jun-2017_rpm425_doc0p020,test,42,0,cv_evaluation,no_chatter,0,0.0017086619,64
turning,cnn_ae,global_mse,2inchStickout_F_08-Jun-2017_rpm425_doc0p020_window_0003,2inchStickout/F_08-Jun-2017_rpm425_doc0p020,train,42,0,cv_evaluation,no_chatter,0,0.0019958005,64
