window,label,is_chatter,A_time,segment_path
0,no_chatter,False,0.012835990826432416,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0000.npz"
1,no_chatter,False,0.012659512696171323,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0001.npz"
2,no_chatter,False,0.013063643676151503,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0002.npz"
3,no_chatter,False,0.01444483133321599,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0003.npz"
4,no_chatter,False,0.02534075102233371,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0004.npz"
5,no_chatter,False,0.028720578301211587,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0005.npz"
6,no_chatter,False,0.028090852810288156,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0006.npz"
7,no_chatter,False,0.031142351744007587,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0007.npz"
8,no_chatter,False,0.033592280590331904,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0008.npz"
9,no_chatter,False,0.06222203900221911,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0009.npz"
10,no_chatter,False,0.07730120100354795,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0010.npz"
11,no_chatter,False,0.06412794739423013,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0011.npz"
12,no_chatter,False,0.044100121323097465,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0012.npz"
13,no_chatter,False,0.051526172496687686,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0013.npz"
14,no_chatter,False,0.04403505712407342,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0014.npz"
15,no_chatter,False,0.03943842749682224,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0015.npz"
16,no_chatter,False,0.0384266136776828,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0016.npz"
17,no_chatter,False,0.03827499388906186,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0017.npz"
18,no_chatter,False,0.048298909928418836,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0018.npz"
19,no_chatter,False,0.036359747688158,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0019.npz"
20,no_chatter,False,0.031879907477733234,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0020.npz"
21,no_chatter,False,0.036417194527142836,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0021.npz"
22,no_chatter,False,0.06979724648690314,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0022.npz"
23,no_chatter,False,0.03377294569836526,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p010\F_08-Jun-2017_rpm320_doc0p010_window_0023.npz"
