window,label,is_chatter,A_time,segment_path
0,no_chatter,False,0.01231375639474307,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p025\F_08-Jun-2017_rpm320_doc0p025_window_0000.npz"
1,no_chatter,False,0.011200461903781312,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p025\F_08-Jun-2017_rpm320_doc0p025_window_0001.npz"
2,no_chatter,False,0.012442287165704698,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p025\F_08-Jun-2017_rpm320_doc0p025_window_0002.npz"
3,no_chatter,False,0.0262306415617627,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p025\F_08-Jun-2017_rpm320_doc0p025_window_0003.npz"
4,no_chatter,False,0.030300062669594213,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p025\F_08-Jun-2017_rpm320_doc0p025_window_0004.npz"
5,no_chatter,False,0.031823220265162856,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p025\F_08-Jun-2017_rpm320_doc0p025_window_0005.npz"
6,no_chatter,False,0.03248558554475494,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p025\F_08-Jun-2017_rpm320_doc0p025_window_0006.npz"
7,no_chatter,False,0.0333434008277461,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p025\F_08-Jun-2017_rpm320_doc0p025_window_0007.npz"
8,no_chatter,False,0.03222352473755148,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p025\F_08-Jun-2017_rpm320_doc0p025_window_0008.npz"
9,no_chatter,False,0.033620584255553004,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p025\F_08-Jun-2017_rpm320_doc0p025_window_0009.npz"
10,no_chatter,False,0.03408263847468839,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p025\F_08-Jun-2017_rpm320_doc0p025_window_0010.npz"
11,no_chatter,False,0.03369298741046762,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p025\F_08-Jun-2017_rpm320_doc0p025_window_0011.npz"
12,no_chatter,False,0.041017631748751754,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p025\F_08-Jun-2017_rpm320_doc0p025_window_0012.npz"
13,no_chatter,False,0.04570213933635882,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p025\F_08-Jun-2017_rpm320_doc0p025_window_0013.npz"
14,no_chatter,False,0.05454111960018712,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p025\F_08-Jun-2017_rpm320_doc0p025_window_0014.npz"
15,no_chatter,False,0.07911610187416442,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p025\F_08-Jun-2017_rpm320_doc0p025_window_0015.npz"
16,no_chatter,False,0.05006293582810217,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p025\F_08-Jun-2017_rpm320_doc0p025_window_0016.npz"
17,no_chatter,False,0.041936118940929135,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p025\F_08-Jun-2017_rpm320_doc0p025_window_0017.npz"
18,no_chatter,False,0.044732446320588294,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p025\F_08-Jun-2017_rpm320_doc0p025_window_0018.npz"
19,no_chatter,False,0.04293061863781498,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p025\F_08-Jun-2017_rpm320_doc0p025_window_0019.npz"
20,no_chatter,False,0.04189893123462766,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p025\F_08-Jun-2017_rpm320_doc0p025_window_0020.npz"
21,no_chatter,False,0.03587470412074562,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p025\F_08-Jun-2017_rpm320_doc0p025_window_0021.npz"
22,no_chatter,False,0.03645161097635783,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p025\F_08-Jun-2017_rpm320_doc0p025_window_0022.npz"
23,no_chatter,False,0.04279855195793676,"..\data\01_windowed_labeled_2,5s\2inchStickout\F_08-Jun-2017_rpm320_doc0p025\F_08-Jun-2017_rpm320_doc0p025_window_0023.npz"
